Date,Source,Description,Category,Subcategory,Amount,Original Category
05/07/2025,Sam ChaseCard,CHIPOTLE,Food,Restaurants,24.82,
05/08/2025,Alex AppleCard,SWIM CLASS,Kids,Activities,155.27,
05/08/2025,Sam AppleCard,MUSIC LESSONS,Kids,Activities,173.0,
05/08/2025,Sam AppleCard,AMAZON,Shopping,Home Goods,49.19,
05/08/2025,Sam AppleCard,TARGET,Shopping,Home Goods,54.36,
05/08/2025,Sam ChaseCard,AFTER SCHOOL CARE,Kids,After School,422.29,
05/08/2025,Sam Checking,CHEWY,Pets,Food,74.04,
05/10/2025,Sam AppleCard,WHOLE FOODS,Food,Groceries,176.39,
05/10/2025,Sam AppleCard,DOMESTIC AIRLINE,Travel,Flights,253.74,
05/11/2025,Sam ChaseCard,GAS STATION,Transport,Gas,44.77,
05/12/2025,Alex Checking,STARBUCKS,Food,Restaurants,6.81,
05/12/2025,Sam ChaseCard,TRADER JOE'S,Food,Groceries,61.56,
05/13/2025,Alex ChaseCard,STARBUCKS,Food,Restaurants,6.5,
05/13/2025,Alex ChaseCard,TARGET,Shopping,Home Goods,57.64,
05/14/2025,Alex AppleCard,GAS STATION,Transport,Gas,49.96,
05/14/2025,Alex Checking,CHIPOTLE,Food,Restaurants,29.52,
05/14/2025,Alex Checking,STARBUCKS,Food,Restaurants,5.1,
05/15/2025,Alex AppleCard,STARBUCKS,Food,Restaurants,5.19,
05/16/2025,Sam Checking,YOUTH SOCCER,Kids,Activities,152.33,
05/17/2025,Alex AppleCard,WHOLE FOODS,Food,Groceries,129.04,
05/18/2025,Sam AppleCard,STARBUCKS,Food,Restaurants,4.53,
05/18/2025,Sam ChaseCard,UBER,Transport,Rideshare,12.63,
05/19/2025,Alex AppleCard,TRADER JOE'S,Food,Groceries,89.62,
05/19/2025,Sam Checking,STARBUCKS,Food,Restaurants,4.56,
05/20/2025,Alex ChaseCard,STARBUCKS,Food,Restaurants,7.6,
05/20/2025,Sam ChaseCard,GAP,Shopping,Clothing,126.82,
05/21/2025,Alex AppleCard,CHIPOTLE,Food,Restaurants,25.51,
05/21/2025,Sam ChaseCard,DOORDASH,Food,Delivery,49.63,
05/24/2025,Alex ChaseCard,WHOLE FOODS,Food,Groceries,168.03,
05/24/2025,Sam AppleCard,HOME DEPOT,Housing,Maintenance,178.24,
05/26/2025,Alex AppleCard,TRADER JOE'S,Food,Groceries,90.97,
05/26/2025,Alex Checking,STARBUCKS,Food,Restaurants,6.48,
05/28/2025,Sam Checking,CHIPOTLE,Food,Restaurants,18.97,
05/29/2025,Alex ChaseCard,STARBUCKS,Food,Restaurants,6.12,
05/29/2025,Alex Checking,STARBUCKS,Food,Restaurants,7.32,
05/30/2025,Alex ChaseCard,AMAZON,Shopping,Home Goods,69.97,
05/30/2025,Sam Checking,SAFEWAY,Food,Groceries,77.29,
05/31/2025,Sam Checking,WHOLE FOODS,Food,Groceries,180.64,
06/01/2025,Alex AppleCard,CITY WATER,Housing,Utilities,67.0,
06/01/2025,Alex Checking,STARBUCKS,Food,Restaurants,6.57,
06/01/2025,Sam Checking,PEDIATRICIAN COPAY,Health,Medical,43.14,
06/02/2025,Alex ChaseCard,YMCA FAMILY,Health,Fitness,92.0,
06/02/2025,Alex Checking,ROCKET MORTGAGE,Housing,Mortgage,2200.0,
06/02/2025,Sam AppleCard,TRADER JOE'S,Food,Groceries,78.01,
06/02/2025,Sam Checking,AFTER SCHOOL CARE,Kids,After School,434.53,
06/03/2025,Sam AppleCard,TARGET,Shopping,Home Goods,97.15,
06/04/2025,Alex AppleCard,CHIPOTLE,Food,Restaurants,24.62,
06/04/2025,Alex Checking,ELECTRIC COMPANY,Housing,Utilities,149.62,
06/04/2025,Alex Checking,INTERNET,Housing,Utilities,76.34,
06/04/2025,Alex Checking,LOCAL NEWSPAPER,Subscriptions,News,15.0,
06/04/2025,Sam AppleCard,AMAZON,Shopping,Home Goods,21.38,
06/04/2025,Sam Checking,OLD NAVY,Kids,Clothing,74.85,
06/05/2025,Alex Checking,LOCAL BISTRO,Food,Restaurants,67.24,
06/06/2025,Alex AppleCard,SAFEWAY,Food,Groceries,72.92,
06/06/2025,Alex AppleCard,SPOTIFY FAMILY,Subscriptions,Streaming,17.0,
06/06/2025,Alex ChaseCard,STARBUCKS,Food,Restaurants,4.53,
06/06/2025,Alex Checking,TARGET,Shopping,Home Goods,107.97,
06/07/2025,Alex Checking,WHOLE FOODS,Food,Groceries,166.64,
06/07/2025,Alex Checking,AMAZON,Shopping,Home Goods,74.22,
06/07/2025,Sam ChaseCard,DISNEY+,Subscriptions,Streaming,14.0,
06/08/2025,Alex AppleCard,NATURAL GAS,Housing,Utilities,56.29,
06/08/2025,Alex AppleCard,ICLOUD STORAGE,Subscriptions,Software,3.0,
06/08/2025,Alex ChaseCard,VACATION ACTIVITIES,Travel,Activities,139.26,
06/08/2025,Alex Checking,NETFLIX,Subscriptions,Streaming,18.0,
06/08/2025,Sam ChaseCard,CHEWY,Pets,Food,67.22,
06/08/2025,Sam Checking,MUSIC LESSONS,Kids,Activities,180.65,
06/09/2025,Alex ChaseCard,TRADER JOE'S,Food,Groceries,55.75,
06/10/2025,Sam ChaseCard,STARBUCKS,Food,Restaurants,4.58,
06/11/2025,Alex AppleCard,CHIPOTLE,Food,Restaurants,22.9,
06/11/2025,Alex Checking,STARBUCKS,Food,Restaurants,7.36,
06/11/2025,Alex Checking,UBER,Transport,Rideshare,27.89,
06/12/2025,Alex AppleCard,AMAZON,Shopping,Home Goods,41.27,
06/12/2025,Sam AppleCard,SUMMER DAY CAMP,Kids,Camps,1375.69,
06/13/2025,Sam AppleCard,TARGET,Shopping,Home Goods,75.75,
06/14/2025,Sam Checking,WHOLE FOODS,Food,Groceries,106.7,
06/15/2025,Alex Checking,GAS STATION,Transport,Gas,62.01,
06/16/2025,Sam Checking,TRADER JOE'S,Food,Groceries,76.63,
06/17/2025,Alex AppleCard,STARBUCKS,Food,Restaurants,7.03,
06/17/2025,Alex ChaseCard,STARBUCKS,Food,Restaurants,5.24,
06/18/2025,Sam ChaseCard,CHIPOTLE,Food,Restaurants,18.39,
06/20/2025,Alex Checking,HOME DEPOT,Housing,Maintenance,148.29,
06/21/2025,Alex ChaseCard,WHOLE FOODS,Food,Groceries,107.7,
06/21/2025,Alex Checking,STARBUCKS,Food,Restaurants,5.1,
06/22/2025,Alex AppleCard,TARGET,Shopping,Home Goods,54.78,
06/22/2025,Alex ChaseCard,UBER,Transport,Rideshare,19.23,
06/23/2025,Alex ChaseCard,STARBUCKS,Food,Restaurants,7.24,
06/23/2025,Sam ChaseCard,TRADER JOE'S,Food,Groceries,80.91,
06/25/2025,Sam ChaseCard,STARBUCKS,Food,Restaurants,7.18,
06/25/2025,Sam Checking,CHIPOTLE,Food,Restaurants,21.39,
06/25/2025,Sam Checking,SUSHI HOUSE,Food,Restaurants,48.5,
06/26/2025,Sam AppleCard,STARBUCKS,Food,Restaurants,5.63,
06/26/2025,Sam ChaseCard,ANIMAL HOSPITAL,Pets,Vet,232.28,
06/28/2025,Alex Checking,WHOLE FOODS,Food,Groceries,144.47,
06/28/2025,Sam AppleCard,STARBUCKS,Food,Restaurants,7.04,
06/29/2025,Alex ChaseCard,STARBUCKS,Food,Restaurants,5.83,
06/29/2025,Alex Checking,AMAZON,Shopping,Home Goods,28.18,
06/29/2025,Sam AppleCard,STARBUCKS,Food,Restaurants,7.73,
06/29/2025,Sam ChaseCard,DENTIST,Health,Medical,130.16,
06/30/2025,Sam AppleCard,STARBUCKS,Food,Restaurants,4.83,
06/30/2025,Sam Checking,TRADER JOE'S,Food,Groceries,72.16,
07/01/2025,Alex AppleCard,ROCKET MORTGAGE,Housing,Mortgage,2200.0,
07/01/2025,Alex ChaseCard,VACATION ACTIVITIES,Travel,Activities,191.57,
07/02/2025,Alex Checking,ELECTRIC COMPANY,Housing,Utilities,260.86,
07/02/2025,Alex Checking,INTERNET,Housing,Utilities,74.96,
07/02/2025,Sam AppleCard,CHIPOTLE,Food,Restaurants,26.25,
07/02/2025,Sam ChaseCard,AFTER SCHOOL CARE,Kids,After School,402.52,
07/03/2025,Alex Checking,CITY WATER,Housing,Utilities,70.88,
07/03/2025,Alex Checking,STARBUCKS,Food,Restaurants,4.94,
07/03/2025,Alex Checking,GAS STATION,Transport,Gas,48.28,
07/03/2025,Sam Checking,SAFEWAY,Food,Groceries,67.47,
07/03/2025,Sam Checking,SAFEWAY,Food,Groceries,66.05,
07/04/2025,Sam Checking,MUSIC LESSONS,Kids,Activities,173.58,
07/05/2025,Alex ChaseCard,NETFLIX,Subscriptions,Streaming,18.0,
07/05/2025,Sam ChaseCard,WHOLE FOODS,Food,Groceries,148.81,
07/06/2025,Alex AppleCard,YMCA FAMILY,Health,Fitness,92.0,
07/06/2025,Alex ChaseCard,LOCAL NEWSPAPER,Subscriptions,News,15.0,
07/06/2025,Sam AppleCard,CHEWY,Pets,Food,66.82,
07/06/2025,Sam Checking,DISNEY+,Subscriptions,Streaming,14.0,
07/07/2025,Alex AppleCard,ICLOUD STORAGE,Subscriptions,Software,3.0,
07/07/2025,Alex Checking,TRADER JOE'S,Food,Groceries,93.98,
07/08/2025,Alex AppleCard,NATURAL GAS,Housing,Utilities,64.39,
07/08/2025,Alex Checking,SPOTIFY FAMILY,Subscriptions,Streaming,17.0,
07/09/2025,Alex Checking,AMAZON,Shopping,Home Goods,34.4,
07/09/2025,Sam Checking,CHIPOTLE,Food,Restaurants,25.08,
07/10/2025,Alex AppleCard,DOORDASH,Food,Delivery,38.58,
07/10/2025,Alex AppleCard,AMAZON,Shopping,Home Goods,66.76,
07/12/2025,Sam AppleCard,WHOLE FOODS,Food,Groceries,155.75,
07/14/2025,Alex ChaseCard,LOCAL BISTRO,Food,Restaurants,93.38,
07/14/2025,Sam ChaseCard,HOME DEPOT,Housing,Maintenance,110.76,
07/14/2025,Sam ChaseCard,TRADER JOE'S,Food,Groceries,88.22,
07/16/2025,Alex ChaseCard,CHIPOTLE,Food,Restaurants,19.38,
07/16/2025,Alex ChaseCard,GAS STATION,Transport,Gas,58.6,
07/17/2025,Sam ChaseCard,SAFEWAY,Food,Groceries,48.63,
07/18/2025,Sam ChaseCard,GAS STATION,Transport,Gas,43.52,
07/19/2025,Sam Checking,WHOLE FOODS,Food,Groceries,139.04,
07/21/2025,Sam Checking,TRADER JOE'S,Food,Groceries,74.19,
07/23/2025,Alex ChaseCard,VACATION ACTIVITIES,Travel,Activities,135.35,
07/23/2025,Alex Checking,CHIPOTLE,Food,Restaurants,19.79,
07/25/2025,Alex Checking,STARBUCKS,Food,Restaurants,7.09,
07/25/2025,Sam AppleCard,CVS PHARMACY,Health,Pharmacy,22.34,
07/26/2025,Alex AppleCard,WHOLE FOODS,Food,Groceries,151.28,
07/26/2025,Sam ChaseCard,STARBUCKS,Food,Restaurants,4.57,
07/27/2025,Alex Checking,TARGET,Shopping,Home Goods,77.48,
07/28/2025,Alex ChaseCard,TRADER JOE'S,Food,Groceries,71.84,
07/30/2025,Alex ChaseCard,SAFEWAY,Food,Groceries,46.1,
07/30/2025,Alex Checking,GAS STATION,Transport,Gas,38.69,
07/30/2025,Sam AppleCard,CHIPOTLE,Food,Restaurants,18.86,
07/30/2025,Sam AppleCard,ANIMAL HOSPITAL,Pets,Vet,166.53,
07/30/2025,Sam ChaseCard,PEDIATRICIAN COPAY,Health,Medical,44.51,
07/30/2025,Sam Checking,STARBUCKS,Food,Restaurants,5.7,
07/30/2025,Sam Checking,AMAZON,Shopping,Home Goods,34.58,
07/31/2025,Sam Checking,AMAZON,Shopping,Home Goods,65.67,
08/01/2025,Alex ChaseCard,TARGET,Shopping,Home Goods,101.86,
08/01/2025,Alex Checking,ROCKET MORTGAGE,Housing,Mortgage,2200.0,
08/01/2025,Sam AppleCard,SUSHI HOUSE,Food,Restaurants,46.39,
08/02/2025,Alex ChaseCard,CITY WATER,Housing,Utilities,70.3,
08/02/2025,Alex Checking,INTERNET,Housing,Utilities,75.8,
08/02/2025,Sam AppleCard,WHOLE FOODS,Food,Groceries,98.3,
08/03/2025,Alex AppleCard,YMCA FAMILY,Health,Fitness,92.0,
08/03/2025,Alex ChaseCard,UBER,Transport,Rideshare,18.31,
08/03/2025,Sam AppleCard,DISNEY+,Subscriptions,Streaming,14.0,
08/03/2025,Sam ChaseCard,AFTER SCHOOL CARE,Kids,After School,417.87,
08/03/2025,Sam Checking,DOORDASH,Food,Delivery,19.47,
08/04/2025,Alex AppleCard,ELECTRIC COMPANY,Housing,Utilities,260.01,
08/04/2025,Alex AppleCard,ICLOUD STORAGE,Subscriptions,Software,3.0,
08/04/2025,Sam AppleCard,TRADER JOE'S,Food,Groceries,63.02,
08/05/2025,Alex ChaseCard,SPOTIFY FAMILY,Subscriptions,Streaming,17.0,
08/05/2025,Alex ChaseCard,LOCAL NEWSPAPER,Subscriptions,News,15.0,
08/05/2025,Alex ChaseCard,AMAZON,Shopping,Home Goods,63.61,
08/05/2025,Sam ChaseCard,GAS STATION,Transport,Gas,60.15,
08/06/2025,Alex AppleCard,DOMESTIC AIRLINE,Travel,Flights,432.04,
08/06/2025,Alex ChaseCard,CHIPOTLE,Food,Restaurants,25.14,
08/06/2025,Sam AppleCard,STARBUCKS,Food,Restaurants,5.4,
08/07/2025,Alex AppleCard,NATURAL GAS,Housing,Utilities,41.61,
08/07/2025,Alex ChaseCard,NETFLIX,Subscriptions,Streaming,18.0,
08/07/2025,Sam AppleCard,MUSIC LESSONS,Kids,Activities,182.07,
08/08/2025,Sam AppleCard,CVS PHARMACY,Health,Pharmacy,43.79,
08/08/2025,Sam AppleCard,CHEWY,Pets,Food,78.0,
08/09/2025,Alex Checking,WHOLE FOODS,Food,Groceries,180.3,
08/11/2025,Sam Checking,TRADER JOE'S,Food,Groceries,52.98,
08/11/2025,Sam Checking,CVS PHARMACY,Health,Pharmacy,20.86,
08/13/2025,Sam ChaseCard,CHIPOTLE,Food,Restaurants,19.49,
08/14/2025,Alex ChaseCard,SAFEWAY,Food,Groceries,47.72,
08/14/2025,Sam AppleCard,GAS STATION,Transport,Gas,45.51,
08/14/2025,Sam ChaseCard,UBER,Transport,Rideshare,28.96,
08/16/2025,Alex Checking,WHOLE FOODS,Food,Groceries,135.11,
08/16/2025,Alex Checking,LOCAL BISTRO,Food,Restaurants,109.44,
08/16/2025,Sam Checking,AMAZON,Shopping,Home Goods,65.91,
08/17/2025,Alex ChaseCard,TARGET,Shopping,Home Goods,96.99,
08/17/2025,Alex Checking,AMAZON,Shopping,Home Goods,49.44,
08/17/2025,Sam Checking,GAS STATION,Transport,Gas,40.77,
08/18/2025,Alex AppleCard,TRADER JOE'S,Food,Groceries,68.86,
08/18/2025,Sam AppleCard,TARGET,Shopping,Home Goods,51.25,
08/20/2025,Sam Checking,CHIPOTLE,Food,Restaurants,22.83,
08/21/2025,Alex ChaseCard,STARBUCKS,Food,Restaurants,7.67,
08/21/2025,Alex Checking,SWIM CLASS,Kids,Activities,149.6,
08/22/2025,Alex ChaseCard,DOMESTIC AIRLINE,Travel,Flights,277.17,
08/23/2025,Sam ChaseCard,AMAZON GIFTS,Gifts,Family,114.0,
08/23/2025,Sam Checking,WHOLE FOODS,Food,Groceries,98.81,
08/23/2025,Sam Checking,ETSY,Gifts,Family,23.91,
08/25/2025,Alex AppleCard,GAS STATION,Transport,Gas,50.04,
08/25/2025,Alex ChaseCard,AMAZON,Shopping,Home Goods,32.56,
08/25/2025,Alex Checking,TRADER JOE'S,Food,Groceries,59.98,
08/27/2025,Sam Checking,CHIPOTLE,Food,Restaurants,24.48,
08/29/2025,Alex Checking,GAS STATION,Transport,Gas,55.06,
08/29/2025,Sam Checking,STARBUCKS,Food,Restaurants,4.39,
08/30/2025,Alex Checking,WHOLE FOODS,Food,Groceries,173.93,
09/01/2025,Alex AppleCard,YMCA FAMILY,Health,Fitness,92.0,
09/01/2025,Alex AppleCard,NETFLIX,Subscriptions,Streaming,18.0,
09/01/2025,Alex AppleCard,GAS STATION,Transport,Gas,36.56,
09/01/2025,Alex AppleCard,UBER,Transport,Rideshare,27.92,
09/01/2025,Sam AppleCard,GAS STATION,Transport,Gas,58.89,
09/01/2025,Sam ChaseCard,TRADER JOE'S,Food,Groceries,66.12,
09/01/2025,Sam Checking,CHEWY,Pets,Food,65.29,
09/02/2025,Alex AppleCard,ICLOUD STORAGE,Subscriptions,Software,3.0,
09/02/2025,Alex ChaseCard,STARBUCKS,Food,Restaurants,6.01,
09/02/2025,Alex Checking,COUNTY TAX COLLECTOR,Housing,Property Tax,2423.07,
09/02/2025,Sam Checking,SAFEWAY,Food,Groceries,44.79,
09/03/2025,Alex Checking,INTERNET,Housing,Utilities,74.93,
09/03/2025,Sam AppleCard,CHIPOTLE,Food,Restaurants,25.18,
09/03/2025,Sam ChaseCard,AFTER SCHOOL CARE,Kids,After School,402.85,
09/04/2025,Sam AppleCard,STARBUCKS,Food,Restaurants,5.13,
09/04/2025,Sam Checking,MUSIC LESSONS,Kids,Activities,178.5,
09/05/2025,Alex ChaseCard,STARBUCKS,Food,Restaurants,6.27,
09/05/2025,Alex Checking,ELECTRIC COMPANY,Housing,Utilities,177.42,
09/05/2025,Sam AppleCard,STARBUCKS,Food,Restaurants,5.63,
09/05/2025,Sam Checking,STARBUCKS,Food,Restaurants,5.57,
09/05/2025,Sam Checking,CVS PHARMACY,Health,Pharmacy,22.52,
09/06/2025,Alex ChaseCard,WHOLE FOODS,Food,Groceries,146.93,
09/06/2025,Alex ChaseCard,STARBUCKS,Food,Restaurants,5.8,
09/06/2025,Alex Checking,SAFEWAY,Food,Groceries,69.32,
09/06/2025,Sam ChaseCard,TARGET,Shopping,Home Goods,39.29,
09/06/2025,Sam Checking,STARBUCKS,Food,Restaurants,5.37,
09/07/2025,Alex AppleCard,ROCKET MORTGAGE,Housing,Mortgage,2200.0,
09/07/2025,Alex ChaseCard,NATURAL GAS,Housing,Utilities,52.48,
09/07/2025,Alex ChaseCard,LOCAL NEWSPAPER,Subscriptions,News,15.0,
09/07/2025,Alex Checking,SPOTIFY FAMILY,Subscriptions,Streaming,17.0,
09/07/2025,Sam Checking,DISNEY+,Subscriptions,Streaming,14.0,
09/08/2025,Alex Checking,CITY WATER,Housing,Utilities,68.42,
09/08/2025,Sam ChaseCard,TRADER JOE'S,Food,Groceries,52.02,
09/08/2025,Sam ChaseCard,SUSHI HOUSE,Food,Restaurants,51.13,
09/09/2025,Alex AppleCard,HOTEL CHAIN,Travel,Hotels,167.99,
09/09/2025,Sam ChaseCard,STARBUCKS,Food,Restaurants,5.43,
09/10/2025,Sam AppleCard,GAS STATION,Transport,Gas,56.27,
09/10/2025,Sam Checking,CHIPOTLE,Food,Restaurants,21.87,
09/11/2025,Alex ChaseCard,LOCAL BISTRO,Food,Restaurants,93.62,
09/11/2025,Sam AppleCard,SAFEWAY,Food,Groceries,61.72,
09/12/2025,Alex ChaseCard,LOCAL BISTRO,Food,Restaurants,118.21,
09/12/2025,Sam ChaseCard,AMAZON,Shopping,Home Goods,44.24,
09/12/2025,Sam Checking,STARBUCKS,Food,Restaurants,5.27,
09/13/2025,Alex AppleCard,LOCAL BISTRO,Food,Restaurants,109.21,
09/13/2025,Alex ChaseCard,WHOLE FOODS,Food,Groceries,108.71,
09/13/2025,Alex ChaseCard,AMAZON,Shopping,Home Goods,67.83,
09/13/2025,Sam Checking,DOORDASH,Food,Delivery,36.9,
09/15/2025,Alex Checking,GAS STATION,Transport,Gas,64.52,
09/15/2025,Sam ChaseCard,TRADER JOE'S,Food,Groceries,96.25,
09/15/2025,Sam ChaseCard,DOORDASH,Food,Delivery,41.26,
09/17/2025,Sam AppleCard,CHIPOTLE,Food,Restaurants,19.1,
09/18/2025,Sam AppleCard,UBER,Transport,Rideshare,31.51,
09/20/2025,Alex ChaseCard,GAS STATION,Transport,Gas,66.33,
09/20/2025,Alex Checking,LOCAL BISTRO,Food,Restaurants,56.46,
09/20/2025,Sam AppleCard,STARBUCKS,Food,Restaurants,7.05,
09/20/2025,Sam ChaseCard,WHOLE FOODS,Food,Groceries,173.51,
09/20/2025,Sam ChaseCard,UBER,Transport,Rideshare,27.17,
09/21/2025,Sam Checking,STARBUCKS,Food,Restaurants,4.54,
09/22/2025,Alex AppleCard,AMAZON,Shopping,Home Goods,82.06,
09/22/2025,Alex Checking,TRADER JOE'S,Food,Groceries,68.72,
09/22/2025,Sam AppleCard,TARGET,Shopping,Home Goods,74.86,
09/24/2025,Alex Checking,CHIPOTLE,Food,Restaurants,27.86,
09/24/2025,Sam ChaseCard,STARBUCKS,Food,Restaurants,4.61,
09/24/2025,Sam Checking,DENTIST,Health,Medical,165.29,
09/24/2025,Sam Checking,AMAZON,Shopping,Home Goods,41.26,
09/26/2025,Alex AppleCard,STARBUCKS,Food,Restaurants,4.36,
09/26/2025,Alex Checking,LOCAL BISTRO,Food,Restaurants,116.96,
09/27/2025,Alex AppleCard,LOCAL BISTRO,Food,Restaurants,72.64,
09/27/2025,Alex ChaseCard,WHOLE FOODS,Food,Groceries,115.65,
09/28/2025,Sam ChaseCard,GAP,Shopping,Clothing,133.91,
09/29/2025,Alex ChaseCard,TRADER JOE'S,Food,Groceries,64.43,
09/29/2025,Sam AppleCard,STARBUCKS,Food,Restaurants,6.92,
09/29/2025,Sam AppleCard,AMAZON GIFTS,Gifts,Family,45.84,
09/29/2025,Sam Checking,AMAZON,Shopping,Home Goods,24.4,
09/30/2025,Sam AppleCard,TARGET,Shopping,Home Goods,57.59,
10/01/2025,Alex AppleCard,CHIPOTLE,Food,Restaurants,23.65,
10/01/2025,Alex AppleCard,AMAZON,Shopping,Home Goods,33.66,
10/01/2025,Alex Checking,CITY WATER,Housing,Utilities,75.18,
10/01/2025,Sam AppleCard,DISNEY+,Subscriptions,Streaming,14.0,
10/02/2025,Sam ChaseCard,GAS STATION,Transport,Gas,60.82,
10/02/2025,Sam Checking,MUSIC LESSONS,Kids,Activities,188.54,
10/02/2025,Sam Checking,CHEWY,Pets,Food,65.5,
10/03/2025,Alex ChaseCard,INTERNET,Housing,Utilities,75.08,
10/03/2025,Alex ChaseCard,LOCAL NEWSPAPER,Subscriptions,News,15.0,
10/04/2025,Alex AppleCard,SPOTIFY FAMILY,Subscriptions,Streaming,17.0,
10/04/2025,Alex Checking,ELECTRIC COMPANY,Housing,Utilities,153.4,
10/04/2025,Alex Checking,WHOLE FOODS,Food,Groceries,106.63,
10/04/2025,Sam AppleCard,AMAZON,Shopping,Home Goods,36.24,
10/04/2025,Sam ChaseCard,AFTER SCHOOL CARE,Kids,After School,436.15,
10/05/2025,Alex AppleCard,ROCKET MORTGAGE,Housing,Mortgage,2200.0,
10/05/2025,Alex AppleCard,YMCA FAMILY,Health,Fitness,92.0,
10/05/2025,Alex ChaseCard,STARBUCKS,Food,Restaurants,6.76,
10/05/2025,Sam Checking,STARBUCKS,Food,Restaurants,5.12,
10/06/2025,Alex ChaseCard,ICLOUD STORAGE,Subscriptions,Software,3.0,
10/06/2025,Sam ChaseCard,TRADER JOE'S,Food,Groceries,77.01,
10/07/2025,Alex AppleCard,UBER,Transport,Rideshare,13.17,
10/07/2025,Alex ChaseCard,UBER,Transport,Rideshare,18.05,
10/07/2025,Alex Checking,STARBUCKS,Food,Restaurants,4.61,
10/08/2025,Alex ChaseCard,NETFLIX,Subscriptions,Streaming,18.0,
10/08/2025,Alex Checking,NATURAL GAS,Housing,Utilities,40.29,
10/08/2025,Sam ChaseCard,CHIPOTLE,Food,Restaurants,20.18,
10/09/2025,Sam ChaseCard,PEDIATRICIAN COPAY,Health,Medical,46.26,
10/09/2025,Sam Checking,GAS STATION,Transport,Gas,66.89,
10/11/2025,Sam Checking,WHOLE FOODS,Food,Groceries,160.96,
10/11/2025,Sam Checking,DOORDASH,Food,Delivery,35.8,
10/12/2025,Alex AppleCard,LOCAL BISTRO,Food,Restaurants,86.76,
10/12/2025,Alex ChaseCard,DOORDASH,Food,Delivery,32.98,
10/13/2025,Alex ChaseCard,TRADER JOE'S,Food,Groceries,60.27,
10/13/2025,Sam ChaseCard,STARBUCKS,Food,Restaurants,6.39,
10/14/2025,Alex AppleCard,STARBUCKS,Food,Restaurants,5.36,
10/14/2025,Alex Checking,CVS PHARMACY,Health,Pharmacy,43.97,
10/14/2025,Sam ChaseCard,PEDIATRICIAN COPAY,Health,Medical,44.52,
10/15/2025,Alex ChaseCard,AMAZON,Shopping,Home Goods,29.03,
10/15/2025,Sam Checking,CHIPOTLE,Food,Restaurants,27.77,
10/16/2025,Sam AppleCard,GAS STATION,Transport,Gas,37.22,
10/17/2025,Sam ChaseCard,CVS PHARMACY,Health,Pharmacy,30.56,
10/18/2025,Alex AppleCard,WHOLE FOODS,Food,Groceries,180.0,
10/18/2025,Sam ChaseCard,AMAZON GIFTS,Gifts,Family,40.85,
10/20/2025,Alex AppleCard,LOCAL BISTRO,Food,Restaurants,100.13,
10/20/2025,Sam ChaseCard,TRADER JOE'S,Food,Groceries,50.27,
10/22/2025,Alex ChaseCard,CHIPOTLE,Food,Restaurants,22.18,
10/22/2025,Alex Checking,GAS STATION,Transport,Gas,43.45,
10/22/2025,Sam Checking,STARBUCKS,Food,Restaurants,4.23,
10/23/2025,Sam Checking,AMAZON,Shopping,Home Goods,22.16,
10/24/2025,Alex Checking,AUTO SERVICE,Transport,Auto Service,299.84,
10/25/2025,Alex ChaseCard,WHOLE FOODS,Food,Groceries,100.08,
10/26/2025,Sam AppleCard,AMAZON,Shopping,Home Goods,71.27,
10/27/2025,Sam Checking,TRADER JOE'S,Food,Groceries,84.4,
10/28/2025,Alex AppleCard,AMAZON,Shopping,Home Goods,63.25,
10/28/2025,Alex ChaseCard,AMAZON,Shopping,Home Goods,46.31,
10/28/2025,Alex Checking,STARBUCKS,Food,Restaurants,7.38,
10/29/2025,Alex Checking,LOCAL BISTRO,Food,Restaurants,113.11,
10/29/2025,Sam ChaseCard,SAFEWAY,Food,Groceries,86.63,
10/29/2025,Sam ChaseCard,CHIPOTLE,Food,Restaurants,26.04,
10/30/2025,Sam ChaseCard,GAP,Shopping,Clothing,126.56,
10/31/2025,Alex Checking,HANDYMAN,Housing,Maintenance,454.07,
10/31/2025,Sam AppleCard,AMAZON,Shopping,Home Goods,21.23,
11/01/2025,Alex AppleCard,ELECTRIC COMPANY,Housing,Utilities,186.24,
11/01/2025,Alex AppleCard,SPOTIFY FAMILY,Subscriptions,Streaming,17.0,
11/01/2025,Alex Checking,TARGET,Shopping,Home Goods,79.52,
11/01/2025,Sam ChaseCard,WHOLE FOODS,Food,Groceries,165.39,
11/01/2025,Sam ChaseCard,AFTER SCHOOL CARE,Kids,After School,401.24,
11/01/2025,Sam ChaseCard,CHEWY,Pets,Food,66.78,
11/02/2025,Alex AppleCard,NATURAL GAS,Housing,Utilities,82.86,
11/02/2025,Alex ChaseCard,HOME DEPOT,Housing,Maintenance,168.29,
11/02/2025,Alex ChaseCard,LOCAL NEWSPAPER,Subscriptions,News,15.0,
11/02/2025,Sam Checking,MUSIC LESSONS,Kids,Activities,180.79,
11/03/2025,Alex ChaseCard,NETFLIX,Subscriptions,Streaming,18.0,
11/03/2025,Alex Checking,ROCKET MORTGAGE,Housing,Mortgage,2200.0,
11/03/2025,Sam Checking,TRADER JOE'S,Food,Groceries,57.41,
11/03/2025,Sam Checking,SAFEWAY,Food,Groceries,66.44,
11/04/2025,Alex ChaseCard,YMCA FAMILY,Health,Fitness,92.0,
11/04/2025,Alex ChaseCard,ICLOUD STORAGE,Subscriptions,Software,3.0,
11/05/2025,Alex ChaseCard,CHIPOTLE,Food,Restaurants,22.94,
11/05/2025,Alex Checking,CITY WATER,Housing,Utilities,69.7,
