Date,Source,Description,Category,Subcategory,Amount,Original Category
02/16/2026,Mike AppleCard,PHILZ COFFEE,Food & Dining,Coffee,8.59,Apple Card / Restaurants
02/15/2025,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,5.3,Apple Card / Restaurants
11/17/2026,Mike AppleCard,DUTCH BROS,Food & Dining,Coffee,9.5,Apple Card / Restaurants
01/02/2026,Mike AppleCard,DUTCH BROS,Food & Dining,Coffee,7.98,Apple Card / Restaurants
02/16/2026,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,11.29,Apple Card / Restaurants
06/20/2025,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,5.88,Apple Card / Restaurants
10/21/2026,Mike AppleCard,DUTCH BROS,Food & Dining,Coffee,11.96,Apple Card / Restaurants
09/10/2026,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,9.24,Apple Card / Restaurants
02/26/2025,Mike AppleCard,LOCAL CAFE,Food & Dining,Coffee,9.56,Apple Card / Restaurants
09/24/2025,Mike AppleCard,DUTCH BROS,Food & Dining,Coffee,8.16,Apple Card / Restaurants
04/14/2026,Mike AppleCard,DUTCH BROS,Food & Dining,Coffee,7.79,Apple Card / Restaurants
12/04/2026,Mike AppleCard,DUTCH BROS,Food & Dining,Coffee,7.19,Apple Card / Restaurants
05/12/2025,Mike AppleCard,LOCAL CAFE,Food & Dining,Coffee,11.46,Apple Card / Restaurants
02/03/2025,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,8.02,Apple Card / Restaurants
12/24/2026,Mike AppleCard,BLUE BOTTLE COFFEE,Food & Dining,Coffee,8.89,Apple Card / Restaurants
10/18/2026,Mike AppleCard,LOCAL CAFE,Food & Dining,Coffee,5.86,Apple Card / Restaurants
06/28/2026,Mike AppleCard,LOCAL CAFE,Food & Dining,Coffee,5.36,Apple Card / Restaurants
05/20/2026,Mike AppleCard,PHILZ COFFEE,Food & Dining,Coffee,5.73,Apple Card / Restaurants
09/07/2025,Mike AppleCard,LOCAL CAFE,Food & Dining,Coffee,8.38,Apple Card / Restaurants
02/12/2026,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,10.34,Apple Card / Restaurants
10/08/2026,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,11.82,Apple Card / Restaurants
10/20/2025,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,11.5,Apple Card / Restaurants
12/09/2025,Mike AppleCard,BLUE BOTTLE COFFEE,Food & Dining,Coffee,6.91,Apple Card / Restaurants
05/11/2026,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,6.27,Apple Card / Restaurants
03/19/2026,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,5.99,Apple Card / Restaurants
11/01/2025,Mike AppleCard,LOCAL CAFE,Food & Dining,Coffee,8.71,Apple Card / Restaurants
07/14/2026,Mike AppleCard,PHILZ COFFEE,Food & Dining,Coffee,6.1,Apple Card / Restaurants
05/24/2026,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,9.17,Apple Card / Restaurants
01/05/2025,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,5.35,Apple Card / Restaurants
02/09/2026,Mike AppleCard,LOCAL CAFE,Food & Dining,Coffee,7.97,Apple Card / Restaurants
10/15/2026,Mike AppleCard,PHILZ COFFEE,Food & Dining,Coffee,6.51,Apple Card / Restaurants
09/04/2026,Mike AppleCard,DUTCH BROS,Food & Dining,Coffee,5.78,Apple Card / Restaurants
11/22/2026,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,9.67,Apple Card / Restaurants
01/08/2026,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,5.38,Apple Card / Restaurants
04/10/2025,Mike AppleCard,BLUE BOTTLE COFFEE,Food & Dining,Coffee,10.35,Apple Card / Restaurants
05/11/2025,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,8.48,Apple Card / Restaurants
07/06/2025,Mike AppleCard,DUTCH BROS,Food & Dining,Coffee,8.73,Apple Card / Restaurants
04/17/2026,Mike AppleCard,DOORDASH,Food & Dining,Food Delivery,46.84,Apple Card / Restaurants
12/02/2026,Mike AppleCard,DOORDASH,Food & Dining,Food Delivery,50.29,Apple Card / Restaurants
02/28/2026,Mike AppleCard,GRUBHUB,Food & Dining,Food Delivery,48.61,Apple Card / Restaurants
07/23/2026,Mike AppleCard,UBER EATS,Food & Dining,Food Delivery,31.33,Apple Card / Restaurants
01/11/2025,Mike AppleCard,GRUBHUB,Food & Dining,Food Delivery,50.31,Apple Card / Restaurants
12/12/2025,Mike AppleCard,UBER EATS,Food & Dining,Food Delivery,71.45,Apple Card / Restaurants
04/14/2026,Mike AppleCard,GRUBHUB,Food & Dining,Food Delivery,29.33,Apple Card / Restaurants
05/24/2026,Mike AppleCard,DOORDASH,Food & Dining,Food Delivery,43.32,Apple Card / Restaurants
03/03/2025,Mike AppleCard,GRUBHUB,Food & Dining,Food Delivery,53.05,Apple Card / Restaurants
06/12/2025,Mike AppleCard,DOORDASH,Food & Dining,Food Delivery,30.65,Apple Card / Restaurants
05/07/2025,Mike AppleCard,GRUBHUB,Food & Dining,Food Delivery,33.41,Apple Card / Restaurants
11/03/2025,Mike AppleCard,GRUBHUB,Food & Dining,Food Delivery,52.18,Apple Card / Restaurants
10/25/2026,Mike AppleCard,GRUBHUB,Food & Dining,Food Delivery,75.83,Apple Card / Restaurants
10/21/2026,Mike AppleCard,GRUBHUB,Food & Dining,Food Delivery,42.39,Apple Card / Restaurants
08/03/2026,Mike AppleCard,UBER EATS,Food & Dining,Food Delivery,59.73,Apple Card / Restaurants
05/19/2025,Mike AppleCard,UBER EATS,Food & Dining,Food Delivery,52.9,Apple Card / Restaurants
05/15/2026,Mike AppleCard,DOORDASH,Food & Dining,Food Delivery,28.13,Apple Card / Restaurants
05/03/2025,Mike AppleCard,GRUBHUB,Food & Dining,Food Delivery,57.67,Apple Card / Restaurants
07/15/2025,Mike AppleCard,UBER EATS,Food & Dining,Food Delivery,75.0,Apple Card / Restaurants
10/21/2025,Mike AppleCard,UBER EATS,Food & Dining,Food Delivery,58.28,Apple Card / Restaurants
09/05/2025,Mike AppleCard,UBER EATS,Food & Dining,Food Delivery,30.69,Apple Card / Restaurants
06/23/2025,Mike AppleCard,GRUBHUB,Food & Dining,Food Delivery,60.54,Apple Card / Restaurants
01/08/2026,Mike AppleCard,UBER EATS,Food & Dining,Food Delivery,53.82,Apple Card / Restaurants
10/06/2026,Mike AppleCard,UBER EATS,Food & Dining,Food Delivery,75.49,Apple Card / Restaurants
07/14/2026,Mike AppleCard,GRUBHUB,Food & Dining,Food Delivery,57.88,Apple Card / Restaurants
11/21/2026,Mike AppleCard,DOORDASH,Food & Dining,Food Delivery,43.13,Apple Card / Restaurants
09/22/2026,Mike AppleCard,UBER EATS,Food & Dining,Food Delivery,38.86,Apple Card / Restaurants
11/20/2025,Mike AppleCard,UBER EATS,Food & Dining,Food Delivery,29.48,Apple Card / Restaurants
11/05/2026,Mike AppleCard,UBER EATS,Food & Dining,Food Delivery,78.22,Apple Card / Restaurants
12/22/2026,Mike AppleCard,DOORDASH,Food & Dining,Food Delivery,57.73,Apple Card / Restaurants
02/10/2026,Mike AppleCard,GRUBHUB,Food & Dining,Food Delivery,68.54,Apple Card / Restaurants
03/22/2025,Mike AppleCard,GRUBHUB,Food & Dining,Food Delivery,61.88,Apple Card / Restaurants
09/12/2025,Mike AppleCard,UBER EATS,Food & Dining,Food Delivery,41.99,Apple Card / Restaurants
04/11/2026,Mike AppleCard,DOORDASH,Food & Dining,Food Delivery,37.46,Apple Card / Restaurants
03/05/2025,Mike AppleCard,UBER EATS,Food & Dining,Food Delivery,71.44,Apple Card / Restaurants
02/17/2025,Mike AppleCard,GRUBHUB,Food & Dining,Food Delivery,43.52,Apple Card / Restaurants
10/05/2026,Mike AppleCard,DOORDASH,Food & Dining,Food Delivery,33.92,Apple Card / Restaurants
12/25/2025,Mike AppleCard,GRUBHUB,Food & Dining,Food Delivery,49.07,Apple Card / Restaurants
07/12/2025,Mike AppleCard,UBER EATS,Food & Dining,Food Delivery,58.58,Apple Card / Restaurants
12/26/2026,Mike AppleCard,DOORDASH,Food & Dining,Food Delivery,54.37,Apple Card / Restaurants
04/14/2025,Mike AppleCard,DELTA TO PARIS,Travel,Airlines,647.57,Apple Card / Airlines
04/14/2025,Mike AppleCard,HILTON PARIS,Travel,Hotels,1770.35,Apple Card / Hotels
07/15/2025,Mike AppleCard,DELTA TO HAWAII,Travel,Airlines,775.21,Apple Card / Airlines
07/15/2025,Mike AppleCard,HILTON HAWAII,Travel,Hotels,1802.14,Apple Card / Hotels
02/01/2025,Mike AppleCard,DELTA TO MAMMOTH,Travel,Airlines,694.27,Apple Card / Airlines
02/01/2025,Mike AppleCard,HILTON MAMMOTH,Travel,Hotels,1936.56,Apple Card / Hotels
03/01/2025,Mike ChaseCard,ANNUAL MEMBERSHIP FEE,Fees,Credit Card Annual Fee,95.0,Chase / Fees
01/05/2025,Mike ChaseCard,ANTHROPIC PBC,Subscriptions & Software,Software / Tools,20.0,Chase / Subscriptions
07/30/2025,Sarah AppleCard,PEGASUS SCHOOL TUITION,Kids,Kids,2400.0,Apple Card / Other
